7.47e2 -1.9105505e1 3.039863e0 3.039863e0
7.47e2 -1.8281811e1 3.100853e0 3.100853e0
7.47e2 -1.7458118e1 3.173664e0 3.173664e0
7.47e2 -1.6634424e1 3.258807e0 3.258807e0
7.47e2 -1.581073e1 3.355059e0 3.355059e0
7.47e2 -1.4987037e1 3.460205e0 3.460205e0
7.47e2 -1.4163343e1 3.570018e0 3.570018e0
7.47e2 -1.333965e1 3.680955e0 3.680955e0
7.47e2 -1.2515956e1 3.792141e0 3.792141e0
7.47e2 -1.1692262e1 3.902405e0 3.902405e0
7.47e2 -1.0868569e1 4.018365e0 4.018365e0
7.47e2 -1.0044875e1 4.147194e0 4.147194e0
7.47e2 -9.221182e0 4.291583e0 4.291583e0
7.47e2 -8.397488e0 4.455505e0 4.455505e0
7.47e2 -7.573794e0 4.642673e0 4.642673e0
7.47e2 -6.750101e0 4.858954e0 4.858954e0
7.47e2 -5.926407e0 5.112237e0 5.112237e0
7.47e2 -5.102714e0 5.4146e0 5.4146e0
7.47e2 -4.27902e0 5.786409e0 5.786409e0
7.47e2 -3.455326e0 6.264975e0 6.264975e0
7.47e2 -2.631633e0 6.932485e0 6.932485e0
7.47e2 3.298961e0 8.053805e0 8.053805e0
7.47e2 4.122655e0 7.807392e0 7.807392e0
7.47e2 4.946348e0 7.609352e0 7.609352e0
7.47e2 5.770042e0 7.426018e0 7.426018e0
7.47e2 6.593735e0 7.245687e0 7.245687e0
7.47e2 7.417429e0 7.067774e0 7.067774e0
7.47e2 8.241123e0 6.894314e0 6.894314e0
7.47e2 9.064816e0 6.727687e0 6.727687e0
7.47e2 9.88851e0 6.572513e0 6.572513e0
7.47e2 1.0712203e1 6.427492e0 6.427492e0
7.47e2 1.1535897e1 6.295858e0 6.295858e0
7.47e2 1.2359591e1 6.153337e0 6.153337e0
7.47e2 1.3183284e1 5.999837e0 5.999837e0
7.47e2 1.4006978e1 5.833697e0 5.833697e0
7.47e2 1.4830671e1 5.651579e0 5.651579e0
7.47e2 1.5654365e1 5.473566e0 5.473566e0
7.47e2 1.6478059e1 5.308391e0 5.308391e0
7.47e2 1.7301752e1 5.169123e0 5.169123e0
7.47e2 1.8125446e1 5.06267e0 5.06267e0
7.47e2 1.8949139e1 4.987656e0 4.987656e0
7.47e2 1.9772833e1 4.94391e0 4.94391e0
7.47e2 2.0596527e1 4.928056e0 4.928056e0

1.072e3 -1.9105505e1 2.396761e0 2.396761e0
1.072e3 -1.8281811e1 2.430041e0 2.430041e0
1.072e3 -1.7458118e1 2.473835e0 2.473835e0
1.072e3 -1.6634424e1 2.528294e0 2.528294e0
1.072e3 -1.581073e1 2.591811e0 2.591811e0
1.072e3 -1.4987037e1 2.661941e0 2.661941e0
