7.47e2 -1.9105505e1 6.814721e0 6.814721e0
7.47e2 -1.8281811e1 6.83363e0 6.83363e0
7.47e2 -1.7458118e1 6.881758e0 6.881758e0
7.47e2 -1.6634424e1 6.957949e0 6.957949e0
7.47e2 -1.581073e1 7.055051e0 7.055051e0
7.47e2 -1.4987037e1 7.162611e0 7.162611e0
7.47e2 -1.4163343e1 7.263899e0 7.263899e0
7.47e2 -1.333965e1 7.345516e0 7.345516e0
7.47e2 -1.2515956e1 7.403079e0 7.403079e0
7.47e2 -1.1692262e1 7.431736e0 7.431736e0
7.47e2 -1.0868569e1 7.449917e0 7.449917e0
7.47e2 -1.0044875e1 7.474587e0 7.474587e0
7.47e2 -9.221182e0 7.507432e0 7.507432e0
7.47e2 -8.397488e0 7.551699e0 7.551699e0
7.47e2 -7.573794e0 7.607603e0 7.607603e0
7.47e2 -6.750101e0 7.67772e0 7.67772e0
7.47e2 -5.926407e0 7.764963e0 7.764963e0
7.47e2 -5.102714e0 7.874897e0 7.874897e0
7.47e2 -4.27902e0 8.019662e0 8.019662e0
7.47e2 -3.455326e0 8.225855e0 8.225855e0
7.47e2 -2.631633e0 8.562973e0 8.562973e0
7.47e2 -1.807939e0 9.248065e0 9.248065e0
7.47e2 2.14579e0 1.0785158e1 1.0785158e1
7.47e2 2.969484e0 1.1194957e1 1.1194957e1
7.47e2 3.793177e0 1.182714e1 1.182714e1
7.47e2 4.616871e0 1.2500159e1 1.2500159e1
7.47e2 5.440564e0 1.3130356e1 1.3130356e1
7.47e2 6.264258e0 1.3684443e1 1.3684443e1
7.47e2 7.087952e0 1.4158636e1 1.4158636e1
7.47e2 7.911645e0 1.4556791e1 1.4556791e1
7.47e2 8.735339e0 1.4897839e1 1.4897839e1
7.47e2 9.559032e0 1.5199594e1 1.5199594e1
7.47e2 1.0382726e1 1.5471852e1 1.5471852e1
7.47e2 1.120642e1 1.5737686e1 1.5737686e1
7.47e2 1.2030113e1 1.5939474e1 1.5939474e1
7.47e2 1.2853807e1 1.6055083e1 1.6055083e1
7.47e2 1.36775e1 1.6022238e1 1.6022238e1
7.47e2 1.4501194e1 1.5878066e1 1.5878066e1
7.47e2 1.5324888e1 1.5659892e1 1.5659892e1
7.47e2 1.6148581e1 1.5422542e1 1.5422542e1
7.47e2 1.6972275e1 1.5250844e1 1.5250844e1
7.47e2 1.7795968e1 1.5182076e1 1.5182076e1
7.47e2 1.8619662e1 1.5235924e1 1.5235924e1
7.47e2 1.9443355e1 1.5434594e1 1.5434594e1
7.47e2 2.0267049e1 1.580309e1 1.580309e1

1.072e3 -1.9105505e1 5.956674e0 5.956674e0
1.072e3 -1.8281811e1 5.905164e0 5.905164e0
1.072e3 -1.7458118e1 5.886409e0 5.886409e0
1.072e3 -1.6634424e1 5.897771e0 5.897771e0
1.072e3 -1.581073e1 5.930157e0 5.930157e0
1.072e3 -1.4987037e1 5.971709e0 5.971709e0
1.072e3 -1.4163343e1 6.005089e0 6.005089e0
1.072e3 -1.333965e1 6.017011e0 6.017011e0
1.072e3 -1.2515956e1 6.004638e0 6.004638e0
1.072e3 -1.1692262e1 5.964486e0 5.964486e0
1.072e3 -1.0868569e1 5.915089e0 5.915089e0
1.072e3 -1.0044875e1 5.873011e0 5.873011e0
1.072e3 -9.221182e0 5.839103e0 5.839103e0
1.072e3 -8.397488e0 5.815594e0 5.815594e0
1.072e3 -7.573794e0 5.801507e0 5.801507e0
1.072e3 -6.750101e0 5.797844e0 5.797844e0
1.072e3 -5.926407e0 5.80551e0 5.80551e0
1.072e3 -5.102714e0 5.827192e0 5.827192e0
1.072e3 -4.27902e0 5.870247e0 5.870247e0
1.072e3 -3.455326e0 5.952107e0 5.952107e0
1.072e3 -2.631633e0 6.120417e0 6.120417e0
1.072e3 -1.807939e0 6.5259e0 6.5259e0
1.072e3 2.14579e0 7.225061e0 7.225061e0
1.072e3 2.969484e0 7.381239e0 7.381239e0
1.072e3 3.793177e0 7.686784e0 7.686784e0
1.072e3 4.616871e0 8.030508e0 8.030508e0
1.072e3 5.440564e0 8.366881e0 8.366881e0
1.072e3 6.264258e0 8.68009e0 8.68009e0
1.072e3 7.087952e0 8.969321e0 8.969321e0
1.072e3 7.911645e0 9.236577e0 9.236577e0
1.072e3 8.735339e0 9.490942e0 9.490942e0
1.072e3 9.559032e0 9.740737e0 9.740737e0
1.072e3 1.0382726e1 9.990309e0 9.990309e0
1.072e3 1.120642e1 1.0251318e1 1.0251318e1
1.072e3 1.2030113e1 1.0490061e1 1.0490061e1
1.072e3 1.2853807e1 1.0683545e1 1.0683545e1
1.072e3 1.36775e1 1.078578e1 1.078578e1
1.072e3 1.4501194e1 1.0817573e1 1.0817573e1
1.072e3 1.5324888e1 1.0798587e1 1.0798587e1
1.072e3 1.6148581e1 1.0765007e1 1.0765007e1
1.072e3 1.6972275e1 1.0776202e1 1.0776202e1
1.072e3 1.7795968e1 1.0861757e1 1.0861757e1
1.072e3 1.8619662e1 1.1040179e1 1.1040179e1
1.072e3 1.9443355e1 1.1333571e1 1.1333571e1
1.072e3 2.0267049e1 1.1769419e1 1.1769419e1

1.397e3 -1.9105505e1 5.257776e0 5.257776e0
1.397e3 -1.8281811e1 5.168383e0 5.168383e0
1.397e3 -1.7458118e1 5.11355e0 5.11355e0
1.397e3 -1.6634424e1 5.08961e0 5.08961e0
1.397e3 -1.581073e1 5.086713e0 5.086713e0
1.397e3 -1.4987037e1 5.092835e0 5.092835e0
1.397e3 -1.4163343e1 5.091326e0 5.091326e0
1.397e3 -1.333965e1 5.069811e0 5.069811e0
1.397e3 -1.2515956e1 5.026463e0 5.026463e0
1.397e3 -1.1692262e1 4.958712e0 4.958712e0
1.397e3 -1.0868569e1 4.884e0 4.884e0
1.397e3 -1.0044875e1 4.81758e0 4.81758e0
1.397e3 -9.221182e0 4.759761e0 4.759761e0
1.397e3 -8.397488e0 4.712098e0 4.712098e0
1.397e3 -7.573794e0 4.673113e0 4.673113e0
1.397e3 -6.750101e0 4.643062e0 4.643062e0
1.397e3 -5.926407e0 4.621984e0 4.621984e0
1.397e3 -5.102714e0 4.611295e0 4.611295e0
1.397e3 -4.27902e0 4.616075e0 4.616075e0
1.397e3 -3.455326e0 4.649161e0 4.649161e0
1.397e3 -2.631633e0 4.746699e0 4.746699e0
1.397e3 -1.807939e0 5.023807e0 5.023807e0
1.397e3 2.14579e0 5.411694e0 5.411694e0
1.397e3 2.969484e0 5.485652e0 5.485652e0
1.397e3 3.793177e0 5.672521e0 5.672521e0
1.397e3 4.616871e0 5.892018e0 5.892018e0
1.397e3 5.440564e0 6.112956e0 6.112956e0
1.397e3 6.264258e0 6.325231e0 6.325231e0
1.397e3 7.087952e0 6.528702e0 6.528702e0
1.397e3 7.911645e0 6.724849e0 6.724849e0
1.397e3 8.735339e0 6.919638e0 6.919638e0
1.397e3 9.559032e0 7.118512e0 7.118512e0
1.397e3 1.0382726e1 7.324422e0 7.324422e0
1.397e3 1.120642e1 7.545208e0 7.545208e0
1.397e3 1.2030113e1 7.757975e0 7.757975e0
1.397e3 1.2853807e1 7.942813e0 7.942813e0
1.397e3 1.36775e1 8.064084e0 8.064084e0
1.397e3 1.4501194e1 8.13639e0 8.13639e0
1.397e3 1.5324888e1 8.172486e0 8.172486e0
1.397e3 1.6148581e1 8.199285e0 8.199285e0
1.397e3 1.6972275e1 8.261928e0 8.261928e0
1.397e3 1.7795968e1 8.384191e0 8.384191e0
1.397e3 1.8619662e1 8.581952e0 8.581952e0
1.397e3 1.9443355e1 8.874655e0 8.874655e0
1.397e3 2.0267049e1 9.287569e0 9.287569e0

1.722e3 -1.9105505e1 4.689877e0 4.689877e0
1.722e3 -1.8281811e1 4.580358e0 4.580358e0
1.722e3 -1.7458118e1 4.505974e0 4.505974e0
1.722e3 -1.6634424e1 4.462398e0 4.462398e0
1.722e3 -1.581073e1 4.439593e0 4.439593e0
1.722e3 -1.4987037e1 4.425845e0 4.425845e0
1.722e3 -1.4163343e1 4.405529e0 4.405529e0
1.722e3 -1.333965e1 4.367276e0 4.367276e0
1.722e3 -1.2515956e1 4.30988e0 4.30988e0
1.722e3 -1.1692262e1 4.231354e0 4.231354e0
1.722e3 -1.0868569e1 4.147772e0 4.147772e0
1.722e3 -1.0044875e1 4.072973e0 4.072973e0
1.722e3 -9.221182e0 4.006913e0 4.006913e0
1.722e3 -8.397488e0 3.950693e0 3.950693e0
1.722e3 -7.573794e0 3.902619e0 3.902619e0
1.722e3 -6.750101e0 3.862551e0 3.862551e0
1.722e3 -5.926407e0 3.830102e0 3.830102e0
1.722e3 -5.102714e0 3.806018e0 3.806018e0
1.722e3 -4.27902e0 3.794076e0 3.794076e0
1.722e3 -3.455326e0 3.804356e0 3.804356e0
1.722e3 -2.631633e0 3.865877e0 3.865877e0
1.722e3 -1.807939e0 4.071469e0 4.071469e0
