Plot Name 
Original mesh grid size: 60 rows, 45 columns
x	y	z
2047.000000	-18.281811	4.103757
2047.000000	-17.458118	4.019017
2047.000000	-16.634424	3.964497
2047.000000	-15.810730	3.930254
2047.000000	-14.987037	3.905065
2047.000000	-14.163343	3.874364
2047.000000	-13.339650	3.827713
2047.000000	-12.515956	3.764299
2047.000000	-11.692262	3.682515
2047.000000	-10.868569	3.597101
2047.000000	-10.044875	3.520600
2047.000000	-9.221182	3.452740
2047.000000	-8.397488	3.394306
2047.000000	-7.573794	3.343526
2047.000000	-6.750101	3.300037
2047.000000	-5.926407	3.263229
2047.000000	-5.102714	3.233459
2047.000000	-4.279020	3.213672
2047.000000	-3.455326	3.212113
2047.000000	-2.631633	3.252944
2047.000000	-1.807939	3.413709
2047.000000	2.145790	3.574735
2047.000000	2.969484	3.596893
2047.000000	3.793177	3.694523
2047.000000	4.616871	3.816313
2047.000000	5.440564	3.943276
2047.000000	6.264258	4.069685
2047.000000	7.087952	4.195734
2047.000000	7.911645	4.322478
2047.000000	8.735339	4.453526
2047.000000	9.559032	4.592200
2047.000000	10.382726	4.740493
2047.000000	11.206420	4.903299
2047.000000	12.030113	5.067161
2047.000000	12.853807	5.217262
2047.000000	13.677500	5.329214
2047.000000	14.501194	5.412362
2047.000000	15.324888	5.473977
2047.000000	16.148581	5.531989
2047.000000	16.972275	5.617063
2047.000000	17.795968	5.746349
2047.000000	18.619662	5.932131
2047.000000	19.443355	6.189889
2047.000000	20.267049	6.540679
2372.000000	-19.105505	3.835206
2372.000000	-18.281811	3.711092
2372.000000	-17.458118	3.621290
2372.000000	-16.634424	3.560845
2372.000000	-15.810730	3.520052
2372.000000	-14.987037	3.488232
2372.000000	-14.163343	3.451817
2372.000000	-13.339650	3.401194
2372.000000	-12.515956	3.335803
2372.000000	-11.692262	3.254302
2372.000000	-10.868569	3.170216
2372.000000	-10.044875	3.094954
2372.000000	-9.221182	3.028100
2372.000000	-8.397488	2.970211
2372.000000	-7.573794	2.919510
2372.000000	-6.750101	2.875503
2372.000000	-5.926407	2.837461
2372.000000	-5.102714	2.805501
2372.000000	-4.279020	2.781995
2372.000000	-3.455326	2.773879
2372.000000	-2.631633	2.801794
2372.000000	-1.807939	2.932142
2372.000000	2.145790	3.045392
2372.000000	2.969484	3.058411
2372.000000	3.793177	3.135896
2372.000000	4.616871	3.234548
2372.000000	5.440564	3.338556
2372.000000	6.264258	3.443259
2372.000000	7.087952	3.548904
2372.000000	7.911645	3.656435
2372.000000	8.735339	3.768889
2372.000000	9.559032	3.889081
2372.000000	10.382726	4.018772
2372.000000	11.206420	4.162128
2372.000000	12.030113	4.308098
2372.000000	12.853807	4.443659
2372.000000	13.677500	4.547779
2372.000000	14.501194	4.628425
2372.000000	15.324888	4.691558
2372.000000	16.148581	4.752586
2372.000000	16.972275	4.838009
2372.000000	17.795968	4.962943
2372.000000	18.619662	5.138478
2372.000000	19.443355	5.378720
2372.000000	20.267049	5.703130
2697.000000	-19.105505	3.507812
2697.000000	-18.281811	3.382649
2697.000000	-17.458118	3.290911
2697.000000	-16.634424	3.227533
2697.000000	-15.810730	3.183115
2697.000000	-14.987037	3.147526
2697.000000	-14.163343	3.108102
2697.000000	-13.339650	3.055955
2697.000000	-12.515956	2.990695
2697.000000	-11.692262	2.911170
2697.000000	-10.868569	2.829827
2697.000000	-10.044875	2.757100
2697.000000	-9.221182	2.692477
2697.000000	-8.397488	2.636354
2697.000000	-7.573794	2.586979
2697.000000	-6.750101	2.543783
2697.000000	-5.926407	2.505976
2697.000000	-5.102714	2.473519
2697.000000	-4.279020	2.448370
2697.000000	-3.455326	2.436485
2697.000000	-2.631633	2.455832
2697.000000	-1.807939	2.564330
2697.000000	2.145790	2.647040
2697.000000	2.969484	2.654870
2697.000000	3.793177	2.718796
2697.000000	4.616871	2.801463
2697.000000	5.440564	2.889371
2697.000000	6.264258	2.978614
2697.000000	7.087952	3.069466
2697.000000	7.911645	3.162790
2697.000000	8.735339	3.261220
2697.000000	9.559032	3.367210
2697.000000	10.382726	3.482346
2697.000000	11.206420	3.610275
2697.000000	12.030113	3.741656
2697.000000	12.853807	3.864908
2697.000000	13.677500	3.961552
2697.000000	14.501194	4.038550
2697.000000	15.324888	4.100948
2697.000000	16.148581	4.162271
2697.000000	16.972275	4.245877
2697.000000	17.795968	4.365305
2697.000000	18.619662	4.530686
2697.000000	19.443355	4.755009
2697.000000	20.267049	5.056388
3022.000000	-19.105505	3.228404
3022.000000	-18.281811	3.104200
3022.000000	-17.458118	3.012403
3022.000000	-16.634424	2.947916
3022.000000	-15.810730	2.901676
3022.000000	-14.987037	2.864071
3022.000000	-14.163343	2.823258
3022.000000	-13.339650	2.770978
3022.000000	-12.515956	2.706960
3022.000000	-11.692262	2.630193
3022.000000	-10.868569	2.552179
3022.000000	-10.044875	2.482509
3022.000000	-9.221182	2.420610
3022.000000	-8.397488	2.366758
3022.000000	-7.573794	2.319247
3022.000000	-6.750101	2.277465
3022.000000	-5.926407	2.240595
3022.000000	-5.102714	2.208491
3022.000000	-4.279020	2.182797
3022.000000	-3.455326	2.168712
3022.000000	-2.631633	2.182106
3022.000000	-1.807939	2.274226
3022.000000	2.145790	2.336407
3022.000000	2.969484	2.341189
3022.000000	3.793177	2.395483
3022.000000	4.616871	2.466524
3022.000000	5.440564	2.542564
3022.000000	6.264258	2.620260
3022.000000	7.087952	2.699909
3022.000000	7.911645	2.782305
3022.000000	8.735339	2.869780
3022.000000	9.559032	2.964520
3022.000000	10.382726	3.067972
3022.000000	11.206420	3.183390
3022.000000	12.030113	3.302705
3022.000000	12.853807	3.415512
3022.000000	13.677500	3.505344
3022.000000	14.501194	3.578385
3022.000000	15.324888	3.639017
3022.000000	16.148581	3.699297
3022.000000	16.972275	3.780123
3022.000000	17.795968	3.893772
3022.000000	18.619662	4.049584
3022.000000	19.443355	4.259615
3022.000000	20.267049	4.540818
3347.000000	-19.105505	2.987379
3347.000000	-18.281811	2.865322
3347.000000	-17.458118	2.774597
3347.000000	-16.634424	2.710131
3347.000000	-15.810730	2.663201
3347.000000	-14.987037	2.624683
3347.000000	-14.163343	2.583470
3347.000000	-13.339650	2.531854
3347.000000	-12.515956	2.469651
3347.000000	-11.692262	2.395960
3347.000000	-10.868569	2.321448
3347.000000	-10.044875	2.254980
3347.000000	-9.221182	2.195944
3347.000000	-8.397488	2.144528
3347.000000	-7.573794	2.099076
3347.000000	-6.750101	2.058958
3347.000000	-5.926407	2.023346
3347.000000	-5.102714	1.992022
3347.000000	-4.279020	1.966382
3347.000000	-3.455326	1.951023
3347.000000	-2.631633	1.960128
3347.000000	-1.807939	2.039557
3347.000000	2.145790	2.087394
3347.000000	2.969484	2.090359
3347.000000	3.793177	2.137521
3347.000000	4.616871	2.199765
3347.000000	5.440564	2.266717
3347.000000	6.264258	2.335476
3347.000000	7.087952	2.406349
3347.000000	7.911645	2.480078
3347.000000	8.735339	2.558760
3347.000000	9.559032	2.644367
3347.000000	10.382726	2.738238
3347.000000	11.206420	2.843311
3347.000000	12.030113	2.952504
3347.000000	12.853807	3.056381
3347.000000	13.677500	3.140100
3347.000000	14.501194	3.209231
3347.000000	15.324888	3.267643
3347.000000	16.148581	3.326222
3347.000000	16.972275	3.403881
3347.000000	17.795968	3.511861
3347.000000	18.619662	3.658834
3347.000000	19.443355	3.856061
3347.000000	20.267049	4.119485
3672.000000	-19.105505	2.777467
3672.000000	-18.281811	2.658246
3672.000000	-17.458118	2.569271
3672.000000	-16.634424	2.505526
3672.000000	-15.810730	2.458625
3672.000000	-14.987037	2.419897
3672.000000	-14.163343	2.378895
3672.000000	-13.339650	2.328398
3672.000000	-12.515956	2.268285
3672.000000	-11.692262	2.197742
3672.000000	-10.868569	2.126702
3672.000000	-10.044875	2.063396
3672.000000	-9.221182	2.007191
3672.000000	-8.397488	1.958205
3672.000000	-7.573794	1.914840
3672.000000	-6.750101	1.876456
3672.000000	-5.926407	1.842229
3672.000000	-5.102714	1.811889
3672.000000	-4.279020	1.786633
3672.000000	-3.455326	1.770568
3672.000000	-2.631633	1.776490
3672.000000	-1.807939	1.845821
3672.000000	2.145790	1.883322
3672.000000	2.969484	1.885210
3672.000000	3.793177	1.926915
3672.000000	4.616871	1.982292
3672.000000	5.440564	2.042077
3672.000000	6.264258	2.103716
3672.000000	7.087952	2.167531
3672.000000	7.911645	2.234218
3672.000000	8.735339	2.305685
3672.000000	9.559032	2.383731
3672.000000	10.382726	2.469601
3672.000000	11.206420	2.565983
3672.000000	12.030113	2.666570
3672.000000	12.853807	2.762744
3672.000000	13.677500	2.841003
3672.000000	14.501194	2.906415
3672.000000	15.324888	2.962447
3672.000000	16.148581	3.019019
3672.000000	16.972275	3.093411
3672.000000	17.795968	3.195995
3672.000000	18.619662	3.334872
3672.000000	19.443355	3.520612
3672.000000	20.267049	3.768266
3997.000000	-19.105505	2.593090
3997.000000	-18.281811	2.477082
3997.000000	-17.458118	2.390250
3997.000000	-16.634424	2.327659
3997.000000	-15.810730	2.281245
3997.000000	-14.987037	2.242760
3997.000000	-14.163343	2.202347
3997.000000	-13.339650	2.153219
3997.000000	-12.515956	2.095301
3997.000000	-11.692262	2.027850
3997.000000	-10.868569	1.960151
3997.000000	-10.044875	1.899880
3997.000000	-9.221182	1.846389
3997.000000	-8.397488	1.799746
3997.000000	-7.573794	1.758411
3997.000000	-6.750101	1.721742
3997.000000	-5.926407	1.688925
3997.000000	-5.102714	1.659653
3997.000000	-4.279020	1.634961
3997.000000	-3.455326	1.618546
3997.000000	-2.631633	1.622046
3997.000000	-1.807939	1.683169
3997.000000	2.145790	1.713037
3997.000000	2.969484	1.714305
3997.000000	3.793177	1.751721
3997.000000	4.616871	1.801603
3997.000000	5.440564	1.855596
3997.000000	6.264258	1.911434
3997.000000	7.087952	1.969450
3997.000000	7.911645	2.030302
3997.000000	8.735339	2.095740
3997.000000	9.559032	2.167423
3997.000000	10.382726	2.246513
3997.000000	11.206420	2.335488
3997.000000	12.030113	2.428674
3997.000000	12.853807	2.518147
3997.000000	13.677500	2.591527
3997.000000	14.501194	2.653465
3997.000000	15.324888	2.707102
3997.000000	16.148581	2.761553
3997.000000	16.972275	2.832725
3997.000000	17.795968	2.930249
3997.000000	18.619662	3.061731
3997.000000	19.443355	3.237134
3997.000000	20.267049	3.470715
4322.000000	-19.105505	2.429907
4322.000000	-18.281811	2.317293
4322.000000	-17.458118	2.232818
4322.000000	-16.634424	2.171640
4322.000000	-15.810730	2.126006
4322.000000	-14.987037	2.088053
4322.000000	-14.163343	2.048460
4322.000000	-13.339650	2.000825
4322.000000	-12.515956	1.945111
4322.000000	-11.692262	1.880633
4322.000000	-10.868569	1.816098
4322.000000	-10.044875	1.758693
4322.000000	-9.221182	1.707765
4322.000000	-8.397488	1.663342
4322.000000	-7.573794	1.623939
4322.000000	-6.750101	1.588921
4322.000000	-5.926407	1.557488
4322.000000	-5.102714	1.529302
4322.000000	-4.279020	1.505263
4322.000000	-3.455326	1.488726
4322.000000	-2.631633	1.490348
4322.000000	-1.807939	1.544676
4322.000000	2.145790	1.568793
4322.000000	2.969484	1.569729
4322.000000	3.793177	1.603701
4322.000000	4.616871	1.649095
4322.000000	5.440564	1.698313
4322.000000	6.264258	1.749335
4322.000000	7.087952	1.802501
4322.000000	7.911645	1.858439
4322.000000	8.735339	1.918766
4322.000000	9.559032	1.985017
4322.000000	10.382726	2.058287
4322.000000	11.206420	2.140877
4322.000000	12.030113	2.227631
4322.000000	12.853807	2.311226
4322.000000	13.677500	2.380235
4322.000000	14.501194	2.438957
4322.000000	15.324888	2.490262
4322.000000	16.148581	2.542581
4322.000000	16.972275	2.610652
4322.000000	17.795968	2.703468
4322.000000	18.619662	2.828196
4322.000000	19.443355	2.994262
4322.000000	20.267049	3.215212
4647.000000	-19.105505	2.284496
4647.000000	-18.281811	2.175335
4647.000000	-17.458118	2.093315
4647.000000	-16.634424	2.033697
4647.000000	-15.810730	1.989023
4647.000000	-14.987037	1.951786
4647.000000	-14.163343	1.913150
4647.000000	-13.339650	1.867057
4647.000000	-12.515956	1.813500
4647.000000	-11.692262	1.751843
4647.000000	-10.868569	1.690280
4647.000000	-10.044875	1.635559
4647.000000	-9.221182	1.587031
4647.000000	-8.397488	1.544691
4647.000000	-7.573794	1.507108
4647.000000	-6.750101	1.473656
4647.000000	-5.926407	1.443551
4647.000000	-5.102714	1.416433
4647.000000	-4.279020	1.393088
4647.000000	-3.455326	1.376576
4647.000000	-2.631633	1.376713
4647.000000	-1.807939	1.425331
4647.000000	2.145790	1.445043
4647.000000	2.969484	1.445835
4647.000000	3.793177	1.476986
4647.000000	4.616871	1.518652
4647.000000	5.440564	1.563870
4647.000000	6.264258	1.610828
4647.000000	7.087952	1.659880
4647.000000	7.911645	1.711622
4647.000000	8.735339	1.767558
4647.000000	9.559032	1.829120
4647.000000	10.382726	1.897340
4647.000000	11.206420	1.974366
4647.000000	12.030113	2.055482
4647.000000	12.853807	2.133881
4647.000000	13.677500	2.198962
4647.000000	14.501194	2.254716
4647.000000	15.324888	2.303791
4647.000000	16.148581	2.354025
4647.000000	16.972275	2.419149
4647.000000	17.795968	2.507598
4647.000000	18.619662	2.626149
4647.000000	19.443355	2.783752
4647.000000	20.267049	2.993304
4972.000000	-19.105505	2.154127
4972.000000	-18.281811	2.048399
4972.000000	-17.458118	1.968858
4972.000000	-16.634424	1.910874
4972.000000	-15.810730	1.867267
4972.000000	-14.987037	1.830859
4972.000000	-14.163343	1.793254
4972.000000	-13.339650	1.748706
4972.000000	-12.515956	1.697229
4972.000000	-11.692262	1.638233
4972.000000	-10.868569	1.579446
4972.000000	-10.044875	1.527230
4972.000000	-9.221182	1.480938
4972.000000	-8.397488	1.440541
4972.000000	-7.573794	1.404662
4972.000000	-6.750101	1.372684
4972.000000	-5.926407	1.343838
4972.000000	-5.102714	1.317751
4972.000000	-4.279020	1.295108
4972.000000	-3.455326	1.278719
4972.000000	-2.631633	1.277665
4972.000000	-1.807939	1.321416
4972.000000	2.145790	1.337708
4972.000000	2.969484	1.338479
4972.000000	3.793177	1.367286
4972.000000	4.616871	1.405807
4972.000000	5.440564	1.447628
4972.000000	6.264258	1.491114
4972.000000	7.087952	1.536630
4972.000000	7.911645	1.584748
4972.000000	8.735339	1.636872
4972.000000	9.559032	1.694343
4972.000000	10.382726	1.758139
4972.000000	11.206420	1.830275
4972.000000	12.030113	1.906406
4972.000000	12.853807	1.980183
4972.000000	13.677500	2.041718
4972.000000	14.501194	2.094739
4972.000000	15.324888	2.141701
4972.000000	16.148581	2.189928
4972.000000	16.972275	2.252272
4972.000000	17.795968	2.336674
4972.000000	18.619662	2.449567
4972.000000	19.443355	2.599467
4972.000000	20.267049	2.798685
5297.000000	-19.105505	2.036597
5297.000000	-18.281811	1.934233
5297.000000	-17.458118	1.857148
5297.000000	-16.634424	1.800824
5297.000000	-15.810730	1.758342
5297.000000	-14.987037	1.722829
5297.000000	-14.163343	1.686289
5297.000000	-13.339650	1.643259
5297.000000	-12.515956	1.593770
5297.000000	-11.692262	1.537272
5297.000000	-10.868569	1.481074
5297.000000	-10.044875	1.431189
5297.000000	-9.221182	1.386977
5297.000000	-8.397488	1.348390
5297.000000	-7.573794	1.314100
5297.000000	-6.750101	1.283501
5297.000000	-5.926407	1.255843
5297.000000	-5.102714	1.230739
5297.000000	-4.279020	1.208790
5297.000000	-3.455326	1.192586
5297.000000	-2.631633	1.190566
5297.000000	-1.807939	1.230119
5297.000000	2.145790	1.243725
5297.000000	2.969484	1.244556
5297.000000	3.793177	1.271387
5297.000000	4.616871	1.307223
5297.000000	5.440564	1.346124
5297.000000	6.264258	1.386611
5297.000000	7.087952	1.429057
5297.000000	7.911645	1.474012
5297.000000	8.735339	1.522793
5297.000000	9.559032	1.576664
5297.000000	10.382726	1.636552
5297.000000	11.206420	1.704356
5297.000000	12.030113	1.776050
5297.000000	12.853807	1.845688
5297.000000	13.677500	1.904011
5297.000000	14.501194	1.954515
5297.000000	15.324888	1.999486
5297.000000	16.148581	2.045798
5297.000000	16.972275	2.105529
5297.000000	17.795968	2.186183
5297.000000	18.619662	2.293880
5297.000000	19.443355	2.436744
5297.000000	20.267049	2.626551
5622.000000	-19.105505	1.930110
5622.000000	-18.281811	1.831011
5622.000000	-17.458118	1.756329
5622.000000	-16.634424	1.701659
5622.000000	-15.810730	1.660326
5622.000000	-14.987037	1.625740
5622.000000	-14.163343	1.590274
5622.000000	-13.339650	1.548718
5622.000000	-12.515956	1.501120
5622.000000	-11.692262	1.446963
5622.000000	-10.868569	1.393176
5622.000000	-10.044875	1.345460
5622.000000	-9.221182	1.303182
5622.000000	-8.397488	1.266278
5622.000000	-7.573794	1.233468
5622.000000	-6.750101	1.204158
5622.000000	-5.926407	1.177614
5622.000000	-5.102714	1.153441
5622.000000	-4.279020	1.132168
5622.000000	-3.455326	1.116192
5622.000000	-2.631633	1.113376
5622.000000	-1.807939	1.149269
5622.000000	2.145790	1.160747
5622.000000	2.969484	1.161692
5622.000000	3.793177	1.186838
5622.000000	4.616871	1.220355
5622.000000	5.440564	1.256722
5622.000000	6.264258	1.294593
5622.000000	7.087952	1.334349
5622.000000	7.911645	1.376518
5622.000000	8.735339	1.422345
5622.000000	9.559032	1.473022
5622.000000	10.382726	1.529433
5622.000000	11.206420	1.593371
5622.000000	12.030113	1.661092
5622.000000	12.853807	1.727004
5622.000000	13.677500	1.782406
5622.000000	14.501194	1.830587
5622.000000	15.324888	1.873689
5622.000000	16.148581	1.918185
5622.000000	16.972275	1.975465
5622.000000	17.795968	2.052644
5622.000000	18.619662	2.155558
5622.000000	19.443355	2.291973
5622.000000	20.267049	2.473175
5947.000000	-19.105505	1.833188
5947.000000	-18.281811	1.737238
5947.000000	-17.458118	1.664889
5947.000000	-16.634424	1.611845
5947.000000	-15.810730	1.571663
5947.000000	-14.987037	1.538016
5947.000000	-14.163343	1.503613
5947.000000	-13.339650	1.463479
5947.000000	-12.515956	1.417673
5947.000000	-11.692262	1.365707
5947.000000	-10.868569	1.314167
5947.000000	-10.044875	1.268468
5947.000000	-9.221182	1.227988
5947.000000	-8.397488	1.192651
5947.000000	-7.573794	1.161220
5947.000000	-6.750101	1.133113
5947.000000	-5.926407	1.107611
5947.000000	-5.102714	1.084315
5947.000000	-4.279020	1.063696
5947.000000	-3.455326	1.047973
5947.000000	-2.631633	1.044496
5947.000000	-1.807939	1.077164
5947.000000	2.145790	1.086944
5947.000000	2.969484	1.088042
5947.000000	3.793177	1.111734
5947.000000	4.616871	1.143230
5947.000000	5.440564	1.177380
5947.000000	6.264258	1.212951
5947.000000	7.087952	1.250330
5947.000000	7.911645	1.290027
5947.000000	8.735339	1.333222
5947.000000	9.559032	1.381046
5947.000000	10.382726	1.434341
5947.000000	11.206420	1.494811
5947.000000	12.030113	1.558951
5947.000000	12.853807	1.621492
5947.000000	13.677500	1.674227
5947.000000	14.501194	1.720263
5947.000000	15.324888	1.761612
5947.000000	16.148581	1.804391
5947.000000	16.972275	1.859376
5947.000000	17.795968	1.933328
5947.000000	18.619662	2.031828
5947.000000	19.443355	2.162313
5947.000000	20.267049	2.335616
6272.000000	-19.105505	1.744604
6272.000000	-18.281811	1.651679
6272.000000	-17.458118	1.581581
6272.000000	-16.634424	1.530122
6272.000000	-15.810730	1.491079
6272.000000	-14.987037	1.458367
6272.000000	-14.163343	1.425006
6272.000000	-13.339650	1.386235
6272.000000	-12.515956	1.342124
6272.000000	-11.692262	1.292209
6272.000000	-10.868569	1.242764
6272.000000	-10.044875	1.198943
6272.000000	-9.221182	1.160137
6272.000000	-8.397488	1.126258
6272.000000	-7.573794	1.096112
6272.000000	-6.750101	1.069128
6272.000000	-5.926407	1.044601
6272.000000	-5.102714	1.022131
6272.000000	-4.279020	1.002138
6272.000000	-3.455326	0.986684
6272.000000	-2.631633	0.982654
6272.000000	-1.807939	1.012458
6272.000000	2.145790	1.020874
6272.000000	2.969484	1.022148
6272.000000	3.793177	1.044576
6272.000000	4.616871	1.074296
6272.000000	5.440564	1.106489
6272.000000	6.264258	1.140023
6272.000000	7.087952	1.175286
6272.000000	7.911645	1.212774
6272.000000	8.735339	1.253610
6272.000000	9.559032	1.298869
6272.000000	10.382726	1.349359
6272.000000	11.206420	1.406697
6272.000000	12.030113	1.467594
6272.000000	12.853807	1.527071
6272.000000	13.677500	1.577364
6272.000000	14.501194	1.621414
6272.000000	15.324888	1.661121
6272.000000	16.148581	1.702279
6272.000000	16.972275	1.755114
6272.000000	17.795968	1.826066
6272.000000	18.619662	1.920481
6272.000000	19.443355	2.045496
6272.000000	20.267049	2.211525
6597.000000	-19.105505	1.663331
6597.000000	-18.281811	1.573303
6597.000000	-17.458118	1.505370
6597.000000	-16.634424	1.455447
6597.000000	-15.810730	1.417519
6597.000000	-14.987037	1.385728
6597.000000	-14.163343	1.353381
6597.000000	-13.339650	1.315914
6597.000000	-12.515956	1.273403
6597.000000	-11.692262	1.225411
6597.000000	-10.868569	1.177921
6597.000000	-10.044875	1.135851
6597.000000	-9.221182	1.098604
6597.000000	-8.397488	1.066085
6597.000000	-7.573794	1.037137
6597.000000	-6.750101	1.011201
6597.000000	-5.926407	0.987586
6597.000000	-5.102714	0.965893
6597.000000	-4.279020	0.946498
6597.000000	-3.455326	0.931321
6597.000000	-2.631633	0.926823
6597.000000	-1.807939	0.954069
6597.000000	2.145790	0.961381
6597.000000	2.969484	0.962848
6597.000000	3.793177	0.984167
6597.000000	4.616871	1.012313
6597.000000	5.440564	1.042767
6597.000000	6.264258	1.074485
6597.000000	7.087952	1.107854
6597.000000	7.911645	1.143355
6597.000000	8.735339	1.182064
6597.000000	9.559032	1.225005
6597.000000	10.382726	1.272953
6597.000000	11.206420	1.327450
6597.000000	12.030113	1.385398
